iterations,1,2,3,4,5,6,7,8
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.010926008224487305, -1, -1, -1, (0, 1))","('UNSAT', 0.011363744735717773, -1, -1, -1, (0, 1))","('UNSAT', 0.011898040771484375, -1, -1, -1, (0, 1))","('UNSAT', 0.011379480361938477, -1, -1, -1, (0, 1))","('UNSAT', 0.011498689651489258, -1, -1, -1, (0, 1))","('UNSAT', 0.011553287506103516, -1, -1, -1, (0, 1))","('UNSAT', 0.011722326278686523, -1, -1, -1, (0, 1))","('UNSAT', 0.011380672454833984, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.01868581771850586, -1, -1, -1, (1, 1))","('UNSAT', 0.01958942413330078, -1, -1, -1, (1, 1))","('UNSAT', 0.01966118812561035, -1, -1, -1, (1, 1))","('UNSAT', 0.019766569137573242, -1, -1, -1, (1, 1))","('UNSAT', 0.019809246063232422, -1, -1, -1, (1, 1))","('UNSAT', 0.019872426986694336, -1, -1, -1, (1, 1))","('UNSAT', 0.020811080932617188, -1, -1, -1, (1, 1))","('UNSAT', 0.019624710083007812, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.023357868194580078, -1, -1, -1, (2, 1))","('UNSAT', 0.019392728805541992, -1, -1, -1, (2, 1))","('UNSAT', 0.0199737548828125, -1, -1, -1, (2, 1))","('UNSAT', 0.019695520401000977, -1, -1, -1, (2, 1))","('UNSAT', 0.019860267639160156, -1, -1, -1, (2, 1))","('UNSAT', 0.020032167434692383, -1, -1, -1, (2, 1))","('UNSAT', 0.02108931541442871, -1, -1, -1, (2, 1))","('UNSAT', 0.019745349884033203, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.01952672004699707, -1, -1, -1, (3, 1))","('UNSAT', 0.019646167755126953, -1, -1, -1, (3, 1))","('UNSAT', 0.020140886306762695, -1, -1, -1, (3, 1))","('UNSAT', 0.020835399627685547, -1, -1, -1, (3, 1))","('UNSAT', 0.019613265991210938, -1, -1, -1, (3, 1))","('UNSAT', 0.0201418399810791, -1, -1, -1, (3, 1))","('UNSAT', 0.01985478401184082, -1, -1, -1, (3, 1))","('UNSAT', 0.019736051559448242, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.019394874572753906, -1, -1, -1, (4, 1))","('UNSAT', 0.019454002380371094, -1, -1, -1, (4, 1))","('UNSAT', 0.01982712745666504, -1, -1, -1, (4, 1))","('UNSAT', 0.02062511444091797, -1, -1, -1, (4, 1))","('UNSAT', 0.019617557525634766, -1, -1, -1, (4, 1))","('UNSAT', 0.01992511749267578, -1, -1, -1, (4, 1))","('UNSAT', 0.019736051559448242, -1, -1, -1, (4, 1))","('UNSAT', 0.020969629287719727, -1, -1, -1, (4, 1))"
(1X2),"('UNSAT', 0.02921152114868164, -1, -1, -1, (1, 2))","('SAT', 0.03662467002868652, 4.2237, 0.057028, 6.206687430677e-07, (1, 2))","('SAT', 0.03691363334655762, 4.2237, 0.057028, 6.206687430677e-07, (1, 2))","('SAT', 0.03713631629943848, 4.2237, 0.057028, 6.206687430677e-07, (1, 2))","('SAT', 0.037069082260131836, 4.2237, 0.057028, 6.206687430677e-07, (1, 2))","('SAT', 0.03738546371459961, 4.2237, 0.057028, 6.206687430677e-07, (1, 2))","('SAT', 0.03695058822631836, 4.2237, 0.057028, 6.206687430677e-07, (1, 2))","('SAT', 0.052448272705078125, 4.2237, 0.057028, 6.206687430677e-07, (1, 2))"
(2X2),"('SAT', 0.06984615325927734, 4.2237, 0.057028, 6.206687430677e-07, (2, 2))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(3X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
(4X2),"('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))","('Unexplored', None, None, None, None, (-1, -1))"
