iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 0.5040967464447021, 71.8029, 0.378016, 2.787936136883e-05, (0, 1))","('UNSAT', 0.024379253387451172, -1, -1, -1, (0, 1))","('UNSAT', 0.024321794509887695, -1, -1, -1, (0, 1))","('UNSAT', 0.031046390533447266, -1, -1, -1, (0, 1))","('UNSAT', 0.054677486419677734, -1, -1, -1, (0, 1))","('UNSAT', 0.02431511878967285, -1, -1, -1, (0, 1))","('UNSAT', 0.04723668098449707, -1, -1, -1, (0, 1))","('UNSAT', 0.04770994186401367, -1, -1, -1, (0, 1))","('UNSAT', 0.025348901748657227, -1, -1, -1, (0, 1))","('UNSAT', 0.025144338607788086, -1, -1, -1, (0, 1))","('UNSAT', 0.02534937858581543, -1, -1, -1, (0, 1))","('UNSAT', 0.02552008628845215, -1, -1, -1, (0, 1))","('UNSAT', 0.044434547424316406, -1, -1, -1, (0, 1))","('UNSAT', 0.04427695274353027, -1, -1, -1, (0, 1))","('UNSAT', 0.025452136993408203, -1, -1, -1, (0, 1))","('UNSAT', 0.04449009895324707, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.03995704650878906, -1, -1, -1, (1, 1))","('UNSAT', 0.041367292404174805, -1, -1, -1, (1, 1))","('UNSAT', 0.04311037063598633, -1, -1, -1, (1, 1))","('UNSAT', 0.05548501014709473, -1, -1, -1, (1, 1))","('UNSAT', 0.04124188423156738, -1, -1, -1, (1, 1))","('UNSAT', 0.08017635345458984, -1, -1, -1, (1, 1))","('UNSAT', 0.0871286392211914, -1, -1, -1, (1, 1))","('UNSAT', 0.2525510787963867, -1, -1, -1, (1, 1))","('UNSAT', 0.0438690185546875, -1, -1, -1, (1, 1))","('UNSAT', 0.04391121864318848, -1, -1, -1, (1, 1))","('UNSAT', 0.25494384765625, -1, -1, -1, (1, 1))","('UNSAT', 0.08181142807006836, -1, -1, -1, (1, 1))","('UNSAT', 0.08206558227539062, -1, -1, -1, (1, 1))","('UNSAT', 0.044161319732666016, -1, -1, -1, (1, 1))","('UNSAT', 0.0823068618774414, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.04162478446960449, -1, -1, -1, (2, 1))","('UNSAT', 0.05391216278076172, -1, -1, -1, (2, 1))","('UNSAT', 0.040699005126953125, -1, -1, -1, (2, 1))","('UNSAT', 0.21555685997009277, -1, -1, -1, (2, 1))","('UNSAT', 0.07061910629272461, -1, -1, -1, (2, 1))","('UNSAT', 0.19460821151733398, -1, -1, -1, (2, 1))","('UNSAT', 0.20252251625061035, -1, -1, -1, (2, 1))","('UNSAT', 0.04413414001464844, -1, -1, -1, (2, 1))","('UNSAT', 0.07924175262451172, -1, -1, -1, (2, 1))","('UNSAT', 0.07847166061401367, -1, -1, -1, (2, 1))","('UNSAT', 0.04483437538146973, -1, -1, -1, (2, 1))","('UNSAT', 0.18823027610778809, -1, -1, -1, (2, 1))","('UNSAT', 0.18674302101135254, -1, -1, -1, (2, 1))","('UNSAT', 0.07986235618591309, -1, -1, -1, (2, 1))","('UNSAT', 0.18688297271728516, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.04079103469848633, -1, -1, -1, (3, 1))","('UNSAT', 0.054931640625, -1, -1, -1, (3, 1))","('UNSAT', 0.041656494140625, -1, -1, -1, (3, 1))","('UNSAT', 0.05508565902709961, -1, -1, -1, (3, 1))","('UNSAT', 0.07112884521484375, -1, -1, -1, (3, 1))","('UNSAT', 0.06413102149963379, -1, -1, -1, (3, 1))","('UNSAT', 0.06429004669189453, -1, -1, -1, (3, 1))","('UNSAT', 0.044419050216674805, -1, -1, -1, (3, 1))","('UNSAT', 0.07917332649230957, -1, -1, -1, (3, 1))","('UNSAT', 0.08016586303710938, -1, -1, -1, (3, 1))","('UNSAT', 0.04469633102416992, -1, -1, -1, (3, 1))","('UNSAT', 0.06191873550415039, -1, -1, -1, (3, 1))","('UNSAT', 0.06102323532104492, -1, -1, -1, (3, 1))","('UNSAT', 0.07991790771484375, -1, -1, -1, (3, 1))","('UNSAT', 0.0617983341217041, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.040941715240478516, -1, -1, -1, (4, 1))","('UNSAT', 0.05930590629577637, -1, -1, -1, (4, 1))","('UNSAT', 0.04147768020629883, -1, -1, -1, (4, 1))","('UNSAT', 0.05586862564086914, -1, -1, -1, (4, 1))","('UNSAT', 0.07438254356384277, -1, -1, -1, (4, 1))","('UNSAT', 0.06362247467041016, -1, -1, -1, (4, 1))","('UNSAT', 0.06451821327209473, -1, -1, -1, (4, 1))","('UNSAT', 0.04445528984069824, -1, -1, -1, (4, 1))","('UNSAT', 0.07950520515441895, -1, -1, -1, (4, 1))","('UNSAT', 0.07892179489135742, -1, -1, -1, (4, 1))","('UNSAT', 0.044841766357421875, -1, -1, -1, (4, 1))","('UNSAT', 0.06186079978942871, -1, -1, -1, (4, 1))","('UNSAT', 0.06057620048522949, -1, -1, -1, (4, 1))","('UNSAT', 0.08024978637695312, -1, -1, -1, (4, 1))","('UNSAT', 0.0609583854675293, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.04111289978027344, -1, -1, -1, (5, 1))","('UNSAT', 0.05449843406677246, -1, -1, -1, (5, 1))","('UNSAT', 0.03975272178649902, -1, -1, -1, (5, 1))","('UNSAT', 0.05514168739318848, -1, -1, -1, (5, 1))","('UNSAT', 0.06919741630554199, -1, -1, -1, (5, 1))","('UNSAT', 0.06318998336791992, -1, -1, -1, (5, 1))","('UNSAT', 0.06389594078063965, -1, -1, -1, (5, 1))","('UNSAT', 0.04407310485839844, -1, -1, -1, (5, 1))","('UNSAT', 0.0803060531616211, -1, -1, -1, (5, 1))","('UNSAT', 0.08017420768737793, -1, -1, -1, (5, 1))","('UNSAT', 0.04475116729736328, -1, -1, -1, (5, 1))","('UNSAT', 0.061483144760131836, -1, -1, -1, (5, 1))","('UNSAT', 0.06249809265136719, -1, -1, -1, (5, 1))","('UNSAT', 0.08199787139892578, -1, -1, -1, (5, 1))","('UNSAT', 0.06112098693847656, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.04119753837585449, -1, -1, -1, (6, 1))","('UNSAT', 0.0564265251159668, -1, -1, -1, (6, 1))","('UNSAT', 0.0400235652923584, -1, -1, -1, (6, 1))","('UNSAT', 0.054789066314697266, -1, -1, -1, (6, 1))","('UNSAT', 0.06951761245727539, -1, -1, -1, (6, 1))","('UNSAT', 0.06266951560974121, -1, -1, -1, (6, 1))","('UNSAT', 0.06462931632995605, -1, -1, -1, (6, 1))","('UNSAT', 0.04462933540344238, -1, -1, -1, (6, 1))","('UNSAT', 0.07970380783081055, -1, -1, -1, (6, 1))","('UNSAT', 0.07996416091918945, -1, -1, -1, (6, 1))","('UNSAT', 0.044594764709472656, -1, -1, -1, (6, 1))","('UNSAT', 0.06096291542053223, -1, -1, -1, (6, 1))","('UNSAT', 0.06116771697998047, -1, -1, -1, (6, 1))","('UNSAT', 0.08099532127380371, -1, -1, -1, (6, 1))","('UNSAT', 0.061304569244384766, -1, -1, -1, (6, 1))"
(7X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.04099702835083008, -1, -1, -1, (7, 1))","('UNSAT', 0.05485224723815918, -1, -1, -1, (7, 1))","('UNSAT', 0.04066157341003418, -1, -1, -1, (7, 1))","('UNSAT', 0.05742645263671875, -1, -1, -1, (7, 1))","('UNSAT', 0.07112526893615723, -1, -1, -1, (7, 1))","('UNSAT', 0.06175565719604492, -1, -1, -1, (7, 1))","('UNSAT', 0.06271886825561523, -1, -1, -1, (7, 1))","('UNSAT', 0.04450702667236328, -1, -1, -1, (7, 1))","('UNSAT', 0.07928037643432617, -1, -1, -1, (7, 1))","('UNSAT', 0.07931780815124512, -1, -1, -1, (7, 1))","('UNSAT', 0.04413199424743652, -1, -1, -1, (7, 1))","('UNSAT', 0.06177544593811035, -1, -1, -1, (7, 1))","('UNSAT', 0.061476707458496094, -1, -1, -1, (7, 1))","('UNSAT', 0.08064460754394531, -1, -1, -1, (7, 1))","('UNSAT', 0.05967593193054199, -1, -1, -1, (7, 1))"
(8X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.039910078048706055, -1, -1, -1, (8, 1))","('UNSAT', 0.05404210090637207, -1, -1, -1, (8, 1))","('UNSAT', 0.04025077819824219, -1, -1, -1, (8, 1))","('UNSAT', 0.05693459510803223, -1, -1, -1, (8, 1))","('UNSAT', 0.07252097129821777, -1, -1, -1, (8, 1))","('UNSAT', 0.06338310241699219, -1, -1, -1, (8, 1))","('UNSAT', 0.06152224540710449, -1, -1, -1, (8, 1))","('UNSAT', 0.04423236846923828, -1, -1, -1, (8, 1))","('UNSAT', 0.07969784736633301, -1, -1, -1, (8, 1))","('UNSAT', 0.0794382095336914, -1, -1, -1, (8, 1))","('UNSAT', 0.04471588134765625, -1, -1, -1, (8, 1))","('UNSAT', 0.061118364334106445, -1, -1, -1, (8, 1))","('UNSAT', 0.06124234199523926, -1, -1, -1, (8, 1))","('UNSAT', 0.0807805061340332, -1, -1, -1, (8, 1))","('UNSAT', 0.05950212478637695, -1, -1, -1, (8, 1))"
