iterations,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('UNSAT', 0.033329010009765625, -1, -1, -1, (0, 1))","('SAT', 5.774745464324951, 56.316, 0.286018, 1.94907970581e-05, (0, 1))","('UNSAT', 0.03422880172729492, -1, -1, -1, (0, 1))","('UNSAT', 0.03506755828857422, -1, -1, -1, (0, 1))","('UNSAT', 0.03555631637573242, -1, -1, -1, (0, 1))","('UNSAT', 0.035024404525756836, -1, -1, -1, (0, 1))","('UNSAT', 0.03492927551269531, -1, -1, -1, (0, 1))","('UNSAT', 0.03480792045593262, -1, -1, -1, (0, 1))","('UNSAT', 0.03684687614440918, -1, -1, -1, (0, 1))","('UNSAT', 0.0457005500793457, -1, -1, -1, (0, 1))","('UNSAT', 0.046163082122802734, -1, -1, -1, (0, 1))","('UNSAT', 0.04442548751831055, -1, -1, -1, (0, 1))","('UNSAT', 0.04441046714782715, -1, -1, -1, (0, 1))","('UNSAT', 0.04478597640991211, -1, -1, -1, (0, 1))","('UNSAT', 0.046111345291137695, -1, -1, -1, (0, 1))","('UNSAT', 0.044173479080200195, -1, -1, -1, (0, 1))"
(1X1),"('UNSAT', 0.053646087646484375, -1, -1, -1, (1, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.03516674041748047, -1, -1, -1, (1, 1))","('UNSAT', 0.046881675720214844, -1, -1, -1, (1, 1))","('UNSAT', 0.04754376411437988, -1, -1, -1, (1, 1))","('UNSAT', 0.04607963562011719, -1, -1, -1, (1, 1))","('UNSAT', 0.04707622528076172, -1, -1, -1, (1, 1))","('UNSAT', 0.047646522521972656, -1, -1, -1, (1, 1))","('UNSAT', 0.04714345932006836, -1, -1, -1, (1, 1))","('UNSAT', 0.06372284889221191, -1, -1, -1, (1, 1))","('UNSAT', 0.06367921829223633, -1, -1, -1, (1, 1))","('UNSAT', 0.08109712600708008, -1, -1, -1, (1, 1))","('UNSAT', 0.04489469528198242, -1, -1, -1, (1, 1))","('UNSAT', 0.04622006416320801, -1, -1, -1, (1, 1))","('UNSAT', 0.06438660621643066, -1, -1, -1, (1, 1))","('UNSAT', 0.04639935493469238, -1, -1, -1, (1, 1))"
(2X1),"('UNSAT', 0.052286624908447266, -1, -1, -1, (2, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.04472827911376953, -1, -1, -1, (2, 1))","('UNSAT', 0.04790759086608887, -1, -1, -1, (2, 1))","('UNSAT', 0.0467686653137207, -1, -1, -1, (2, 1))","('UNSAT', 0.0616607666015625, -1, -1, -1, (2, 1))","('UNSAT', 0.0461888313293457, -1, -1, -1, (2, 1))","('UNSAT', 0.04568338394165039, -1, -1, -1, (2, 1))","('UNSAT', 0.04900646209716797, -1, -1, -1, (2, 1))","('UNSAT', 0.08319973945617676, -1, -1, -1, (2, 1))","('UNSAT', 0.08651375770568848, -1, -1, -1, (2, 1))","('UNSAT', 0.07976841926574707, -1, -1, -1, (2, 1))","('UNSAT', 0.06118059158325195, -1, -1, -1, (2, 1))","('UNSAT', 0.05905961990356445, -1, -1, -1, (2, 1))","('UNSAT', 0.06130337715148926, -1, -1, -1, (2, 1))","('UNSAT', 0.061267852783203125, -1, -1, -1, (2, 1))"
(3X1),"('UNSAT', 0.052164554595947266, -1, -1, -1, (3, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.034035444259643555, -1, -1, -1, (3, 1))","('UNSAT', 0.04791378974914551, -1, -1, -1, (3, 1))","('UNSAT', 0.07047748565673828, -1, -1, -1, (3, 1))","('UNSAT', 0.06341028213500977, -1, -1, -1, (3, 1))","('UNSAT', 0.04641270637512207, -1, -1, -1, (3, 1))","('UNSAT', 0.04638934135437012, -1, -1, -1, (3, 1))","('UNSAT', 0.04934406280517578, -1, -1, -1, (3, 1))","('UNSAT', 0.0632162094116211, -1, -1, -1, (3, 1))","('UNSAT', 0.0625922679901123, -1, -1, -1, (3, 1))","('UNSAT', 0.0879068374633789, -1, -1, -1, (3, 1))","('UNSAT', 0.08297324180603027, -1, -1, -1, (3, 1))","('UNSAT', 0.08399534225463867, -1, -1, -1, (3, 1))","('UNSAT', 0.06389880180358887, -1, -1, -1, (3, 1))","('UNSAT', 0.06342077255249023, -1, -1, -1, (3, 1))"
(4X1),"('UNSAT', 0.06978154182434082, -1, -1, -1, (4, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.044797658920288086, -1, -1, -1, (4, 1))","('UNSAT', 0.04705166816711426, -1, -1, -1, (4, 1))","('UNSAT', 0.04721212387084961, -1, -1, -1, (4, 1))","('UNSAT', 0.04600644111633301, -1, -1, -1, (4, 1))","('UNSAT', 0.04497671127319336, -1, -1, -1, (4, 1))","('UNSAT', 0.048232078552246094, -1, -1, -1, (4, 1))","('UNSAT', 0.04716062545776367, -1, -1, -1, (4, 1))","('UNSAT', 0.04641222953796387, -1, -1, -1, (4, 1))","('UNSAT', 0.04654669761657715, -1, -1, -1, (4, 1))","('UNSAT', 0.046096086502075195, -1, -1, -1, (4, 1))","('UNSAT', 0.046098947525024414, -1, -1, -1, (4, 1))","('UNSAT', 0.045706748962402344, -1, -1, -1, (4, 1))","('UNSAT', 0.047289371490478516, -1, -1, -1, (4, 1))","('UNSAT', 0.045931339263916016, -1, -1, -1, (4, 1))"
(5X1),"('UNSAT', 0.05300569534301758, -1, -1, -1, (5, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.03464865684509277, -1, -1, -1, (5, 1))","('UNSAT', 0.04882097244262695, -1, -1, -1, (5, 1))","('UNSAT', 0.04604673385620117, -1, -1, -1, (5, 1))","('UNSAT', 0.05973410606384277, -1, -1, -1, (5, 1))","('UNSAT', 0.047548770904541016, -1, -1, -1, (5, 1))","('UNSAT', 0.045568227767944336, -1, -1, -1, (5, 1))","('UNSAT', 0.04726529121398926, -1, -1, -1, (5, 1))","('UNSAT', 0.04701948165893555, -1, -1, -1, (5, 1))","('UNSAT', 0.04832053184509277, -1, -1, -1, (5, 1))","('UNSAT', 0.04714250564575195, -1, -1, -1, (5, 1))","('UNSAT', 0.04811239242553711, -1, -1, -1, (5, 1))","('UNSAT', 0.04783010482788086, -1, -1, -1, (5, 1))","('UNSAT', 0.047731876373291016, -1, -1, -1, (5, 1))","('UNSAT', 0.04767751693725586, -1, -1, -1, (5, 1))"
(6X1),"('UNSAT', 0.05320310592651367, -1, -1, -1, (6, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.03351426124572754, -1, -1, -1, (6, 1))","('UNSAT', 0.04789304733276367, -1, -1, -1, (6, 1))","('UNSAT', 0.046761274337768555, -1, -1, -1, (6, 1))","('UNSAT', 0.06191587448120117, -1, -1, -1, (6, 1))","('UNSAT', 0.046681880950927734, -1, -1, -1, (6, 1))","('UNSAT', 0.06218123435974121, -1, -1, -1, (6, 1))","('UNSAT', 0.04636669158935547, -1, -1, -1, (6, 1))","('UNSAT', 0.0483245849609375, -1, -1, -1, (6, 1))","('UNSAT', 0.047414302825927734, -1, -1, -1, (6, 1))","('UNSAT', 0.04586076736450195, -1, -1, -1, (6, 1))","('UNSAT', 0.04845547676086426, -1, -1, -1, (6, 1))","('UNSAT', 0.04743385314941406, -1, -1, -1, (6, 1))","('UNSAT', 0.04752469062805176, -1, -1, -1, (6, 1))","('UNSAT', 0.04840254783630371, -1, -1, -1, (6, 1))"
(7X1),"('UNSAT', 0.053217172622680664, -1, -1, -1, (7, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.034046173095703125, -1, -1, -1, (7, 1))","('UNSAT', 0.04819440841674805, -1, -1, -1, (7, 1))","('UNSAT', 0.04546332359313965, -1, -1, -1, (7, 1))","('UNSAT', 0.05947303771972656, -1, -1, -1, (7, 1))","('UNSAT', 0.04670071601867676, -1, -1, -1, (7, 1))","('UNSAT', 0.06064271926879883, -1, -1, -1, (7, 1))","('UNSAT', 0.048708200454711914, -1, -1, -1, (7, 1))","('UNSAT', 0.04782295227050781, -1, -1, -1, (7, 1))","('UNSAT', 0.04692816734313965, -1, -1, -1, (7, 1))","('UNSAT', 0.04628801345825195, -1, -1, -1, (7, 1))","('UNSAT', 0.046627044677734375, -1, -1, -1, (7, 1))","('UNSAT', 0.048216819763183594, -1, -1, -1, (7, 1))","('UNSAT', 0.0476374626159668, -1, -1, -1, (7, 1))","('UNSAT', 0.04591202735900879, -1, -1, -1, (7, 1))"
(8X1),"('UNSAT', 0.053224802017211914, -1, -1, -1, (8, 1))","('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.0342409610748291, -1, -1, -1, (8, 1))","('UNSAT', 0.049283504486083984, -1, -1, -1, (8, 1))","('UNSAT', 0.04699826240539551, -1, -1, -1, (8, 1))","('UNSAT', 0.061556339263916016, -1, -1, -1, (8, 1))","('UNSAT', 0.04644370079040527, -1, -1, -1, (8, 1))","('UNSAT', 0.06296849250793457, -1, -1, -1, (8, 1))","('UNSAT', 0.050755977630615234, -1, -1, -1, (8, 1))","('UNSAT', 0.047088623046875, -1, -1, -1, (8, 1))","('UNSAT', 0.04797840118408203, -1, -1, -1, (8, 1))","('UNSAT', 0.047040462493896484, -1, -1, -1, (8, 1))","('UNSAT', 0.08136677742004395, -1, -1, -1, (8, 1))","('UNSAT', 0.048799991607666016, -1, -1, -1, (8, 1))","('UNSAT', 0.04699587821960449, -1, -1, -1, (8, 1))","('UNSAT', 0.04714083671569824, -1, -1, -1, (8, 1))"
