iterations,1,2,3,4,5,6,7,8,9,10,11,12
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 0.34123945236206055, 30.5045, 0.10483, 6.620246495004e-06, (0, 1))","('UNSAT', 0.025662899017333984, -1, -1, -1, (0, 1))","('UNSAT', 0.024216890335083008, -1, -1, -1, (0, 1))","('UNSAT', 0.033318281173706055, -1, -1, -1, (0, 1))","('UNSAT', 0.05171084403991699, -1, -1, -1, (0, 1))","('UNSAT', 0.0334014892578125, -1, -1, -1, (0, 1))","('UNSAT', 0.032918453216552734, -1, -1, -1, (0, 1))","('UNSAT', 0.03189563751220703, -1, -1, -1, (0, 1))","('UNSAT', 0.031609535217285156, -1, -1, -1, (0, 1))","('UNSAT', 0.03183436393737793, -1, -1, -1, (0, 1))","('UNSAT', 0.03221011161804199, -1, -1, -1, (0, 1))","('UNSAT', 0.03240633010864258, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.019066333770751953, -1, -1, -1, (1, 1))","('UNSAT', 0.01850724220275879, -1, -1, -1, (1, 1))","('UNSAT', 0.03249406814575195, -1, -1, -1, (1, 1))","('UNSAT', 0.03219294548034668, -1, -1, -1, (1, 1))","('UNSAT', 0.03286147117614746, -1, -1, -1, (1, 1))","('UNSAT', 0.03567004203796387, -1, -1, -1, (1, 1))","('UNSAT', 0.03437924385070801, -1, -1, -1, (1, 1))","('UNSAT', 0.033061981201171875, -1, -1, -1, (1, 1))","('UNSAT', 0.03251314163208008, -1, -1, -1, (1, 1))","('UNSAT', 0.032183170318603516, -1, -1, -1, (1, 1))","('UNSAT', 0.03282594680786133, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.06020307540893555, -1, -1, -1, (2, 1))","('UNSAT', 0.026517629623413086, -1, -1, -1, (2, 1))","('UNSAT', 0.04651141166687012, -1, -1, -1, (2, 1))","('UNSAT', 0.044756412506103516, -1, -1, -1, (2, 1))","('UNSAT', 0.04617190361022949, -1, -1, -1, (2, 1))","('UNSAT', 0.045041799545288086, -1, -1, -1, (2, 1))","('UNSAT', 0.04253411293029785, -1, -1, -1, (2, 1))","('UNSAT', 0.04196810722351074, -1, -1, -1, (2, 1))","('UNSAT', 0.041945457458496094, -1, -1, -1, (2, 1))","('UNSAT', 0.042716026306152344, -1, -1, -1, (2, 1))","('UNSAT', 0.04548764228820801, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.07884383201599121, -1, -1, -1, (3, 1))","('UNSAT', 0.07361555099487305, -1, -1, -1, (3, 1))","('UNSAT', 0.0773916244506836, -1, -1, -1, (3, 1))","('UNSAT', 0.07406902313232422, -1, -1, -1, (3, 1))","('UNSAT', 0.07506728172302246, -1, -1, -1, (3, 1))","('UNSAT', 0.07658982276916504, -1, -1, -1, (3, 1))","('UNSAT', 0.07911014556884766, -1, -1, -1, (3, 1))","('UNSAT', 0.07705426216125488, -1, -1, -1, (3, 1))","('UNSAT', 0.0709373950958252, -1, -1, -1, (3, 1))","('UNSAT', 0.07567286491394043, -1, -1, -1, (3, 1))","('UNSAT', 0.07604837417602539, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.08059167861938477, -1, -1, -1, (4, 1))","('UNSAT', 0.10310959815979004, -1, -1, -1, (4, 1))","('UNSAT', 0.08066082000732422, -1, -1, -1, (4, 1))","('UNSAT', 0.07728385925292969, -1, -1, -1, (4, 1))","('UNSAT', 0.07761526107788086, -1, -1, -1, (4, 1))","('UNSAT', 0.0779571533203125, -1, -1, -1, (4, 1))","('UNSAT', 0.07503199577331543, -1, -1, -1, (4, 1))","('UNSAT', 0.07372045516967773, -1, -1, -1, (4, 1))","('UNSAT', 0.07360649108886719, -1, -1, -1, (4, 1))","('UNSAT', 0.07437849044799805, -1, -1, -1, (4, 1))","('UNSAT', 0.07568478584289551, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.1323840618133545, -1, -1, -1, (5, 1))","('UNSAT', 0.10062861442565918, -1, -1, -1, (5, 1))","('UNSAT', 0.058020591735839844, -1, -1, -1, (5, 1))","('UNSAT', 0.05569624900817871, -1, -1, -1, (5, 1))","('UNSAT', 0.05945134162902832, -1, -1, -1, (5, 1))","('UNSAT', 0.059258460998535156, -1, -1, -1, (5, 1))","('UNSAT', 0.058035850524902344, -1, -1, -1, (5, 1))","('UNSAT', 0.05754852294921875, -1, -1, -1, (5, 1))","('UNSAT', 0.05388450622558594, -1, -1, -1, (5, 1))","('UNSAT', 0.05607128143310547, -1, -1, -1, (5, 1))","('UNSAT', 0.05874013900756836, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.13283109664916992, -1, -1, -1, (6, 1))","('UNSAT', 0.05644035339355469, -1, -1, -1, (6, 1))","('UNSAT', 0.05887460708618164, -1, -1, -1, (6, 1))","('UNSAT', 0.06590437889099121, -1, -1, -1, (6, 1))","('UNSAT', 0.059401750564575195, -1, -1, -1, (6, 1))","('UNSAT', 0.05765581130981445, -1, -1, -1, (6, 1))","('UNSAT', 0.05689573287963867, -1, -1, -1, (6, 1))","('UNSAT', 0.056741952896118164, -1, -1, -1, (6, 1))","('UNSAT', 0.0555112361907959, -1, -1, -1, (6, 1))","('UNSAT', 0.05874013900756836, -1, -1, -1, (6, 1))","('UNSAT', 0.05840754508972168, -1, -1, -1, (6, 1))"
(1X2),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.029746532440185547, -1, -1, -1, (1, 2))","('UNSAT', 0.020199298858642578, -1, -1, -1, (1, 2))","('UNSAT', 0.044559478759765625, -1, -1, -1, (1, 2))","('UNSAT', 0.04553937911987305, -1, -1, -1, (1, 2))","('UNSAT', 0.04563117027282715, -1, -1, -1, (1, 2))","('UNSAT', 0.04584622383117676, -1, -1, -1, (1, 2))","('UNSAT', 0.04462885856628418, -1, -1, -1, (1, 2))","('UNSAT', 0.04398989677429199, -1, -1, -1, (1, 2))","('UNSAT', 0.042514801025390625, -1, -1, -1, (1, 2))","('UNSAT', 0.04413008689880371, -1, -1, -1, (1, 2))","('UNSAT', 0.04540371894836426, -1, -1, -1, (1, 2))"
(2X2),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.03678750991821289, -1, -1, -1, (2, 2))","('UNSAT', 0.059523582458496094, -1, -1, -1, (2, 2))","('UNSAT', 0.03265810012817383, -1, -1, -1, (2, 2))","('UNSAT', 0.033161163330078125, -1, -1, -1, (2, 2))","('UNSAT', 0.03289628028869629, -1, -1, -1, (2, 2))","('UNSAT', 0.03338503837585449, -1, -1, -1, (2, 2))","('UNSAT', 0.03294992446899414, -1, -1, -1, (2, 2))","('UNSAT', 0.033899784088134766, -1, -1, -1, (2, 2))","('UNSAT', 0.032636404037475586, -1, -1, -1, (2, 2))","('UNSAT', 0.0342864990234375, -1, -1, -1, (2, 2))","('UNSAT', 0.0361325740814209, -1, -1, -1, (2, 2))"
