iterations,1,2,3,4,5,6,7,8,9,10,11,12
cell,"('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')","('status', 'runtime', 'area', 'delay', 'total_power', 'cell')"
(0X1),"('SAT', 0.34044575691223145, 30.5045, 0.10483, 6.620246495004e-06, (0, 1))","('UNSAT', 0.019045114517211914, -1, -1, -1, (0, 1))","('UNSAT', 0.018277883529663086, -1, -1, -1, (0, 1))","('UNSAT', 0.018468618392944336, -1, -1, -1, (0, 1))","('UNSAT', 0.018015146255493164, -1, -1, -1, (0, 1))","('UNSAT', 0.018239498138427734, -1, -1, -1, (0, 1))","('UNSAT', 0.018317699432373047, -1, -1, -1, (0, 1))","('UNSAT', 0.018395185470581055, -1, -1, -1, (0, 1))","('UNSAT', 0.017807960510253906, -1, -1, -1, (0, 1))","('UNSAT', 0.01862812042236328, -1, -1, -1, (0, 1))","('UNSAT', 0.018195152282714844, -1, -1, -1, (0, 1))","('UNSAT', 0.018254518508911133, -1, -1, -1, (0, 1))"
(1X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.03181934356689453, -1, -1, -1, (1, 1))","('UNSAT', 0.04295063018798828, -1, -1, -1, (1, 1))","('UNSAT', 0.042658090591430664, -1, -1, -1, (1, 1))","('UNSAT', 0.043684959411621094, -1, -1, -1, (1, 1))","('UNSAT', 0.046527862548828125, -1, -1, -1, (1, 1))","('UNSAT', 0.045435190200805664, -1, -1, -1, (1, 1))","('UNSAT', 0.04404401779174805, -1, -1, -1, (1, 1))","('UNSAT', 0.04436135292053223, -1, -1, -1, (1, 1))","('UNSAT', 0.044487953186035156, -1, -1, -1, (1, 1))","('UNSAT', 0.04484724998474121, -1, -1, -1, (1, 1))","('UNSAT', 0.04332137107849121, -1, -1, -1, (1, 1))"
(2X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.043558597564697266, -1, -1, -1, (2, 1))","('UNSAT', 0.03505086898803711, -1, -1, -1, (2, 1))","('UNSAT', 0.03475761413574219, -1, -1, -1, (2, 1))","('UNSAT', 0.03473687171936035, -1, -1, -1, (2, 1))","('UNSAT', 0.03272676467895508, -1, -1, -1, (2, 1))","('UNSAT', 0.03384208679199219, -1, -1, -1, (2, 1))","('UNSAT', 0.033310651779174805, -1, -1, -1, (2, 1))","('UNSAT', 0.03367471694946289, -1, -1, -1, (2, 1))","('UNSAT', 0.03289341926574707, -1, -1, -1, (2, 1))","('UNSAT', 0.03393745422363281, -1, -1, -1, (2, 1))","('UNSAT', 0.03357052803039551, -1, -1, -1, (2, 1))"
(3X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.04195213317871094, -1, -1, -1, (3, 1))","('UNSAT', 0.04276418685913086, -1, -1, -1, (3, 1))","('UNSAT', 0.042699575424194336, -1, -1, -1, (3, 1))","('UNSAT', 0.04329323768615723, -1, -1, -1, (3, 1))","('UNSAT', 0.044751644134521484, -1, -1, -1, (3, 1))","('UNSAT', 0.04405641555786133, -1, -1, -1, (3, 1))","('UNSAT', 0.04431486129760742, -1, -1, -1, (3, 1))","('UNSAT', 0.04453897476196289, -1, -1, -1, (3, 1))","('UNSAT', 0.04255080223083496, -1, -1, -1, (3, 1))","('UNSAT', 0.04261517524719238, -1, -1, -1, (3, 1))","('UNSAT', 0.04227948188781738, -1, -1, -1, (3, 1))"
(4X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.0735781192779541, -1, -1, -1, (4, 1))","('UNSAT', 0.04191231727600098, -1, -1, -1, (4, 1))","('UNSAT', 0.045572519302368164, -1, -1, -1, (4, 1))","('UNSAT', 0.043710947036743164, -1, -1, -1, (4, 1))","('UNSAT', 0.042113304138183594, -1, -1, -1, (4, 1))","('UNSAT', 0.044617652893066406, -1, -1, -1, (4, 1))","('UNSAT', 0.04336142539978027, -1, -1, -1, (4, 1))","('UNSAT', 0.0459444522857666, -1, -1, -1, (4, 1))","('UNSAT', 0.04436326026916504, -1, -1, -1, (4, 1))","('UNSAT', 0.04455375671386719, -1, -1, -1, (4, 1))","('UNSAT', 0.044950246810913086, -1, -1, -1, (4, 1))"
(5X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.07356834411621094, -1, -1, -1, (5, 1))","('UNSAT', 0.04149508476257324, -1, -1, -1, (5, 1))","('UNSAT', 0.04205155372619629, -1, -1, -1, (5, 1))","('UNSAT', 0.04349946975708008, -1, -1, -1, (5, 1))","('UNSAT', 0.04449105262756348, -1, -1, -1, (5, 1))","('UNSAT', 0.044672489166259766, -1, -1, -1, (5, 1))","('UNSAT', 0.043346405029296875, -1, -1, -1, (5, 1))","('UNSAT', 0.04437899589538574, -1, -1, -1, (5, 1))","('UNSAT', 0.04436326026916504, -1, -1, -1, (5, 1))","('UNSAT', 0.04479217529296875, -1, -1, -1, (5, 1))","('UNSAT', 0.045841217041015625, -1, -1, -1, (5, 1))"
(6X1),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.0734412670135498, -1, -1, -1, (6, 1))","('UNSAT', 0.04242062568664551, -1, -1, -1, (6, 1))","('UNSAT', 0.04395031929016113, -1, -1, -1, (6, 1))","('UNSAT', 0.043537139892578125, -1, -1, -1, (6, 1))","('UNSAT', 0.045584678649902344, -1, -1, -1, (6, 1))","('UNSAT', 0.04510927200317383, -1, -1, -1, (6, 1))","('UNSAT', 0.04298853874206543, -1, -1, -1, (6, 1))","('UNSAT', 0.04510855674743652, -1, -1, -1, (6, 1))","('UNSAT', 0.04323744773864746, -1, -1, -1, (6, 1))","('UNSAT', 0.04390215873718262, -1, -1, -1, (6, 1))","('UNSAT', 0.04393744468688965, -1, -1, -1, (6, 1))"
(1X2),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.02182292938232422, -1, -1, -1, (1, 2))","('UNSAT', 0.057683467864990234, -1, -1, -1, (1, 2))","('UNSAT', 0.05847525596618652, -1, -1, -1, (1, 2))","('UNSAT', 0.06204056739807129, -1, -1, -1, (1, 2))","('UNSAT', 0.05932927131652832, -1, -1, -1, (1, 2))","('UNSAT', 0.05996584892272949, -1, -1, -1, (1, 2))","('UNSAT', 0.06281208992004395, -1, -1, -1, (1, 2))","('UNSAT', 0.0607142448425293, -1, -1, -1, (1, 2))","('UNSAT', 0.06152033805847168, -1, -1, -1, (1, 2))","('UNSAT', 0.06285858154296875, -1, -1, -1, (1, 2))","('UNSAT', 0.059940338134765625, -1, -1, -1, (1, 2))"
(2X2),"('Unexplored', None, None, None, None, (-1, -1))","('UNSAT', 0.0654456615447998, -1, -1, -1, (2, 2))","('UNSAT', 0.03269696235656738, -1, -1, -1, (2, 2))","('UNSAT', 0.032649993896484375, -1, -1, -1, (2, 2))","('UNSAT', 0.03377652168273926, -1, -1, -1, (2, 2))","('UNSAT', 0.03256344795227051, -1, -1, -1, (2, 2))","('UNSAT', 0.03333687782287598, -1, -1, -1, (2, 2))","('UNSAT', 0.0336461067199707, -1, -1, -1, (2, 2))","('UNSAT', 0.0338282585144043, -1, -1, -1, (2, 2))","('UNSAT', 0.03357505798339844, -1, -1, -1, (2, 2))","('UNSAT', 0.03389477729797363, -1, -1, -1, (2, 2))","('UNSAT', 0.03216195106506348, -1, -1, -1, (2, 2))"
